,Unnamed: 0,Unnamed: 0.1,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Week_Number,TS,GR,RA,DZ,SN,FG,BR,HZ,FU,SQ,MI,BC,VC
828,828,828,1,2009-06-16,71,59,65,-4,55,60,0,0,0416,1929,RA BR,1.23,29.15,29.89,11.2,10,11.8,25,0,0,1,0,0,0,1,0,0,0,0,0,0
829,829,829,2,2009-06-16,71,64,68,-4,57,61,0,3,-,-,RA BR,1.07,29.21,29.87,10.3,11,10.7,25,0,0,1,0,0,0,1,0,0,0,0,0,0
830,830,830,1,2009-06-17,71,61,66,-3,59,62,0,1,0416,1929,BR HZ,0.00,29.16,29.88,3.0,36,6.2,25,0,0,0,0,0,0,1,1,0,0,0,0,0
831,831,831,2,2009-06-17,73,63,68,-3,60,63,0,3,-,-,BR HZ,0.00,29.21,29.87,2.6,34,6.7,25,0,0,0,0,0,0,1,1,0,0,0,0,0
832,832,832,1,2009-06-18,80,61,71,1,63,67,0,6,0416,1929,RA BR,0.12,29.08,29.87,6.7,16,7.9,25,0,0,1,0,0,0,1,0,0,0,0,0,0
833,833,833,2,2009-06-18,81,63,72,1,64,67,0,7,-,-,TSRA BR HZ,0.11,29.15,29.79,3.7,17,5.8,25,1,0,1,0,0,0,1,1,0,0,0,0,0
834,834,834,1,2009-06-19,86,65,76,6,67,69,0,11,0416,1930,TS TSRA BR,3.97,28.97,29.7,7.2,18,11.6,25,1,0,1,0,0,0,1,0,0,0,0,0,0
835,835,835,2,2009-06-19,88,66,77,6,68,70,0,12,-,-,TS TSRA RA BR,0.87,29.03,29.68,6.3,18,10.5,25,1,0,1,0,0,0,1,0,0,0,0,0,0
836,836,836,1,2009-06-20,87,68,78,8,65,70,0,13,0416,1930, ,0.00,29.08,29.76,8.3,29,8.6,25,0,0,0,0,0,0,0,0,0,0,0,0,0
837,837,837,2,2009-06-20,88,69,79,8,65,70,0,14,-,-, ,0.00,29.13,29.74,8.3,28,8.6,25,0,0,0,0,0,0,0,0,0,0,0,0,0
838,838,838,1,2009-06-21,84,70,77,7,63,68,0,12,0416,1930, ,0.01,29.12,29.82,2.8,7,3.9,25,0,0,0,0,0,0,0,0,0,0,0,0,0
839,839,839,2,2009-06-21,86,71,79,7,64,69,0,14,-,-,RA,  T,29.17,29.8,3.3,9,3.5,25,0,0,1,0,0,0,0,0,0,0,0,0,0
840,840,840,1,2009-06-22,89,68,79,9,67,71,0,14,0417,1931,TSRA RA,0.09,29.09,29.79,4.0,11,5.6,26,1,0,1,0,0,0,0,0,0,0,0,0,0
841,841,841,2,2009-06-22,89,70,80,9,67,71,0,15,-,-,TSRA,0.06,29.15,29.77,5.3,12,7.2,26,1,0,1,0,0,0,0,0,0,0,0,0,0
842,842,842,1,2009-06-23,94,71,83,13,69,73,0,18,0417,1931, ,0.00,29.16,29.87,1.8,14,3.5,26,0,0,0,0,0,0,0,0,0,0,0,0,0
843,843,843,2,2009-06-23,92,75,84,13,68,73,0,19,-,-, ,0.00,29.22,29.85,2.8,13,4.5,26,0,0,0,0,0,0,0,0,0,0,0,0,0
844,844,844,1,2009-06-24,94,75,85,14,68,73,0,20,0417,1931,TSRA,0.04,29.16,29.87,1.9,22,5.8,26,1,0,1,0,0,0,0,0,0,0,0,0,0
845,845,845,2,2009-06-24,93,73,83,14,68,73,0,18,-,-,BR,0.78,29.21,29.85,2.1,23,4.3,26,0,0,0,0,0,0,1,0,0,0,0,0,0
846,846,846,1,2009-06-25,94,75,85,14,69,73,0,20,0417,1931, ,  T,29.08,29.8,2.4,32,4.9,26,0,0,0,0,0,0,0,0,0,0,0,0,0
847,847,847,2,2009-06-25,93,76,85,14,68,73,0,20,-,-, ,0.00,29.15,29.77,1.8,26,4.6,26,0,0,0,0,0,0,0,0,0,0,0,0,0
848,848,848,1,2009-06-26,86,69,78,7,60,73,0,13,0418,1931, ,0.00,29.15,29.85,6.4,4,8.2,26,0,0,0,0,0,0,0,0,0,0,0,0,0
849,849,849,2,2009-06-26,86,72,79,7,61,67,0,14,-,-, ,0.00,29.2,29.83,6.4,4,8.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
850,850,850,1,2009-06-27,89,62,76,5,61,67,0,11,0418,1931,TS RA,0.30,29.1,29.82,5.1,21,6.9,26,1,0,1,0,0,0,0,0,0,0,0,0,0
851,851,851,2,2009-06-27,90,67,79,5,60,67,0,14,-,-,RA,0.05,29.18,29.8,6.0,22,6.9,26,0,0,1,0,0,0,0,0,0,0,0,0,0
852,852,852,1,2009-06-28,83,66,75,4,53,62,0,10,0419,1931, ,0.00,29.0,29.73,13.2,29,13.6,26,0,0,0,0,0,0,0,0,0,0,0,0,0
853,853,853,2,2009-06-28,83,68,76,4,53,62,0,11,-,-, ,0.00,29.08,29.71,14.1,29,14.6,26,0,0,0,0,0,0,0,0,0,0,0,0,0
854,854,854,1,2009-06-29,77,63,70,-1,54,61,0,5,0419,1931, ,0.00,28.89,29.6,12.2,30,12.7,27,0,0,0,0,0,0,0,0,0,0,0,0,0
855,855,855,2,2009-06-29,78,65,72,-1,54,61,0,7,-,-, ,0.00,28.95,29.59,13.4,30,14.1,27,0,0,0,0,0,0,0,0,0,0,0,0,0
856,856,856,1,2009-06-30,66,59,63,-9,53,57,2,0,0419,1931, ,0.00,28.95,29.65,8.9,30,9.1,27,0,0,0,0,0,0,0,0,0,0,0,0,0
857,857,857,2,2009-06-30,68,61,65,-9,53,58,0,0,-,-, ,0.00,29.0,29.64,8.1,30,8.3,27,0,0,0,0,0,0,0,0,0,0,0,0,0
858,858,858,1,2009-07-01,65,57,61,-11,52,56,4,0,0420,1931,RA DZ,  T,29.07,29.77,8.2,32,8.7,27,0,0,1,1,0,0,0,0,0,0,0,0,0
859,859,859,2,2009-07-01,65,57,61,-11,54,57,4,0,-,-,RA DZ BR,0.02,29.13,29.76,6.6,31,7.4,27,0,0,1,1,0,0,1,0,0,0,0,0,0
860,860,860,1,2009-07-02,73,59,66,-6,54,60,0,1,0420,1931, ,0.00,29.26,29.95,8.4,31,8.8,27,0,0,0,0,0,0,0,0,0,0,0,0,0
861,861,861,2,2009-07-02,73,60,67,-6,55,60,0,2,-,-, ,0.00,29.31,29.94,5.7,31,7.6,27,0,0,0,0,0,0,0,0,0,0,0,0,0
862,862,862,1,2009-07-03,79,63,71,-1,56,62,0,6,0421,1931, ,0.00,29.36,30.06,1.2,34,5.8,27,0,0,0,0,0,0,0,0,0,0,0,0,0
863,863,863,2,2009-07-03,79,62,71,-1,56,62,0,6,-,-, ,0.00,29.41,30.05,1.8,2,6.5,27,0,0,0,0,0,0,0,0,0,0,0,0,0
864,864,864,1,2009-07-04,69,59,64,-8,58,61,1,0,0422,1930,RA BR FU,0.20,29.26,29.99,1.8,13,3.8,27,0,0,1,0,0,0,1,0,1,0,0,0,0
865,865,865,2,2009-07-04,69,63,66,-8,58,62,0,1,-,-,RA BR,0.12,29.31,29.98,3.4,14,4.7,27,0,0,1,0,0,0,1,0,0,0,0,0,0
866,866,866,1,2009-07-05,81,57,69,-3,58,63,0,4,0422,1930,RA BR HZ,0.05,29.2,29.92,0.7,34,2.4,27,0,0,1,0,0,0,1,1,0,0,0,0,0
867,867,867,2,2009-07-05,82,61,72,-3,59,64,0,7,-,-,BR HZ,0.03,29.25,29.9,0.3,36,2.6,27,0,0,0,0,0,0,1,1,0,0,0,0,0
868,868,868,1,2009-07-06,86,60,73,1,54,62,0,8,0423,1930, ,0.00,29.14,29.86,7.5,31,7.8,28,0,0,0,0,0,0,0,0,0,0,0,0,0
869,869,869,2,2009-07-06,85,63,74,1,54,63,0,9,-,-, ,0.00,29.2,29.84,4.2,30,5.5,28,0,0,0,0,0,0,0,0,0,0,0,0,0
870,870,870,1,2009-07-07,77,59,68,-4,54,60,0,3,0423,1930,RA,  T,29.18,29.89,5.9,7,7.0,28,0,0,1,0,0,0,0,0,0,0,0,0,0
871,871,871,2,2009-07-07,76,65,71,-4,55,61,0,6,-,-, ,0.00,29.24,29.88,5.9,7,7.5,28,0,0,0,0,0,0,0,0,0,0,0,0,0
872,872,872,1,2009-07-08,65,61,63,-10,56,59,2,0,0424,1929,RA,0.06,29.28,29.99,6.8,6,7.0,28,0,0,1,0,0,0,0,0,0,0,0,0,0
873,873,873,2,2009-07-08,68,62,65,-10,55,59,0,0,-,-,RA,0.17,29.34,29.98,7.0,8,7.4,28,0,0,1,0,0,0,0,0,0,0,0,0,0
874,874,874,1,2009-07-09,79,59,69,-4,57,63,0,4,0425,1929, ,0.00,29.35,30.07,5.8,11,6.9,28,0,0,0,0,0,0,0,0,0,0,0,0,0
875,875,875,2,2009-07-09,80,63,72,-4,58,64,0,7,-,-, ,0.00,29.41,30.05,6.5,10,7.3,28,0,0,0,0,0,0,0,0,0,0,0,0,0
876,876,876,1,2009-07-10,82,63,73,0,64,67,0,8,0425,1929,RA BR,0.08,29.34,30.06,4.4,21,4.9,28,0,0,1,0,0,0,1,0,0,0,0,0,0
877,877,877,2,2009-07-10,84,67,76,0,65,68,0,11,-,-,RA BR HZ,0.12,29.41,30.04,3.6,21,4.6,28,0,0,1,0,0,0,1,1,0,0,0,0,0
878,878,878,1,2009-07-11,85,63,74,1,59,65,0,9,0426,1928,TSRA BR HZ,0.25,29.34,30.04,4.8,31,7.0,28,1,0,1,0,0,0,1,1,0,0,0,0,0
879,879,879,2,2009-07-11,85,68,77,1,60,67,0,12,-,-,TSRA BR,1.12,29.39,30.02,5.9,29,7.6,28,1,0,1,0,0,0,1,0,0,0,0,0,0
880,880,880,1,2009-07-12,82,58,70,-3,51,60,0,5,0427,1928, ,0.00,29.35,30.07,2.9,29,5.7,28,0,0,0,0,0,0,0,0,0,0,0,0,0
881,881,881,2,2009-07-12,82,60,71,-3,50,60,0,6,-,-, ,0.00,29.41,30.05,1.9,33,5.2,28,0,0,0,0,0,0,0,0,0,0,0,0,0
882,882,882,1,2009-07-13,79,61,70,-3,46,57,0,5,0428,1927, ,0.00,29.36,30.07,4.8,7,5.8,29,0,0,0,0,0,0,0,0,0,0,0,0,0
883,883,883,2,2009-07-13,78,66,72,-3,48,59,0,7,-,-, ,0.00,29.41,30.05,5.8,7,7.4,29,0,0,0,0,0,0,0,0,0,0,0,0,0
884,884,884,1,2009-07-14,80,55,68,-5,51,59,0,3,0428,1927, ,0.00,29.34,30.07,6.7,16,7.5,29,0,0,0,0,0,0,0,0,0,0,0,0,0
885,885,885,2,2009-07-14,81,60,71,-5,49,60,0,6,-,-, ,0.00,29.41,30.06,7.5,16,7.7,29,0,0,0,0,0,0,0,0,0,0,0,0,0
886,886,886,1,2009-07-15,85,65,75,1,62,67,0,10,0429,1926,BR,0.68,29.18,29.9,10.0,24,12.4,29,0,0,0,0,0,0,1,0,0,0,0,0,0
887,887,887,2,2009-07-15,86,67,77,1,62,67,0,12,-,-,TSRA RA BR,0.32,29.23,29.88,10.0,25,13.8,29,1,0,1,0,0,0,1,0,0,0,0,0,0
888,888,888,1,2009-07-16,80,64,72,-2,56,62,0,7,0430,1925, ,  T,29.17,29.89,9.9,28,10.8,29,0,0,0,0,0,0,0,0,0,0,0,0,0
889,889,889,2,2009-07-16,82,65,74,-2,57,63,0,9,-,-, ,0.17,29.23,29.88,9.6,28,10.3,29,0,0,0,0,0,0,0,0,0,0,0,0,0
890,890,890,1,2009-07-17,70,57,64,-10,51,56,1,0,0431,1925, ,0.00,29.15,29.87,10.6,30,10.8,29,0,0,0,0,0,0,0,0,0,0,0,0,0
891,891,891,2,2009-07-17,70,58,64,-10,52,57,1,0,-,-,RA,  T,29.21,29.86,10.1,29,10.4,29,0,0,1,0,0,0,0,0,0,0,0,0,0
892,892,892,1,2009-07-18,72,57,65,-9,52,57,0,0,0432,1924, ,0.00,29.31,30.01,8.1,31,8.2,29,0,0,0,0,0,0,0,0,0,0,0,0,0
893,893,893,2,2009-07-18,73,58,66,-9,52,58,0,1,-,-, ,0.00,29.36,30.0,6.6,32,7.1,29,0,0,0,0,0,0,0,0,0,0,0,0,0
894,894,894,1,2009-07-19,71,57,64,-10,52,58,1,0,0433,1923, ,0.00,29.39,30.11,1.3,36,4.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
895,895,895,2,2009-07-19,73,60,67,-10,53,59,0,2,-,-, ,0.00,29.45,30.1,1.4,4,4.6,29,0,0,0,0,0,0,0,0,0,0,0,0,0
896,896,896,1,2009-07-20,76,55,66,-8,55,60,0,1,0433,1923, ,0.00,29.36,30.09,5.1,9,5.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0
897,897,897,2,2009-07-20,76,59,68,-8,56,61,0,3,-,-, ,0.00,29.42,30.08,6.2,10,6.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0
898,898,898,1,2009-07-21,80,58,69,-5,57,62,0,4,0434,1922,RA DZ,0.04,29.28,30.01,3.1,13,5.8,30,0,0,1,1,0,0,0,0,0,0,0,0,0
899,899,899,2,2009-07-21,82,64,73,-5,56,63,0,8,-,-, ,0.00,29.33,29.99,4.9,14,6.3,30,0,0,0,0,0,0,0,0,0,0,0,0,0
900,900,900,1,2009-07-22,78,63,71,-3,61,64,0,6,0435,1921,BR HZ,  T,29.23,29.95,3.5,3,5.0,30,0,0,0,0,0,0,1,1,0,0,0,0,0
901,901,901,2,2009-07-22,79,66,73,-3,59,64,0,8,-,-,BR HZ,0.00,29.28,29.93,2.8,11,5.9,30,0,0,0,0,0,0,1,1,0,0,0,0,0
902,902,902,1,2009-07-23,82,62,72,-2,58,63,0,7,0436,1920,TS BR HZ,0.00,29.21,29.93,2.6,32,5.0,30,1,0,0,0,0,0,1,1,0,0,0,0,0
903,903,903,2,2009-07-23,79,63,71,-2,60,64,0,6,-,-,BR HZ,0.10,29.26,29.91,1.7,1,6.0,30,0,0,0,0,0,0,1,1,0,0,0,0,0
904,904,904,1,2009-07-24,83,61,72,-2,59,64,0,7,0437,1919,TSRA RA,0.14,29.08,29.83,8.9,23,9.8,30,1,0,1,0,0,0,0,0,0,0,0,0,0
905,905,905,2,2009-07-24,83,62,73,-2,60,65,0,8,-,-,TSRA RA,0.19,29.14,29.82,8.7,23,9.6,30,1,0,1,0,0,0,0,0,0,0,0,0,0
906,906,906,1,2009-07-25,81,66,74,0,58,64,0,9,0438,1918, ,0.00,29.02,29.73,10.6,28,11.1,30,0,0,0,0,0,0,0,0,0,0,0,0,0
907,907,907,2,2009-07-25,81,66,74,0,59,65,0,9,-,-, ,  T,29.08,29.71,10.8,27,11.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0
908,908,908,1,2009-07-26,82,63,73,-1,58,64,0,8,0439,1918,RA,  T,29.13,29.82,8.0,29,8.6,30,0,0,1,0,0,0,0,0,0,0,0,0,0
909,909,909,2,2009-07-26,82,64,73,-1,59,65,0,8,-,-, ,0.00,29.18,29.8,9.1,29,9.4,30,0,0,0,0,0,0,0,0,0,0,0,0,0
910,910,910,1,2009-07-27,84,64,74,0,61,66,0,9,0440,1917,RA,0.02,29.13,29.86,9.3,23,10.1,31,0,0,1,0,0,0,0,0,0,0,0,0,0
911,911,911,2,2009-07-27,84,66,75,0,61,67,0,10,-,-,RA,0.03,29.21,29.85,9.2,23,9.6,31,0,0,1,0,0,0,0,0,0,0,0,0,0
912,912,912,1,2009-07-28,84,66,75,1,60,66,0,10,0441,1916,RA,0.01,29.08,29.78,6.4,28,8.0,31,0,0,1,0,0,0,0,0,0,0,0,0,0
913,913,913,2,2009-07-28,86,68,77,1,62,67,0,12,-,-, ,0.01,29.13,29.77,6.5,28,7.7,31,0,0,0,0,0,0,0,0,0,0,0,0,0
914,914,914,1,2009-07-29,81,62,72,-2,51,59,0,7,0442,1915, ,0.00,29.13,29.84,4.2,35,7.1,31,0,0,0,0,0,0,0,0,0,0,0,0,0
915,915,915,2,2009-07-29,79,66,73,-2,52,61,0,8,-,-, ,0.00,29.19,29.82,3.8,3,7.1,31,0,0,0,0,0,0,0,0,0,0,0,0,0
916,916,916,1,2009-07-30,79,59,69,-5,57,62,0,4,0443,1914, ,  T,29.15,29.85,4.4,23,5.5,31,0,0,0,0,0,0,0,0,0,0,0,0,0
917,917,917,2,2009-07-30,80,65,73,-5,57,63,0,8,-,-, ,  T,29.2,29.84,4.9,24,6.3,31,0,0,0,0,0,0,0,0,0,0,0,0,0
918,918,918,1,2009-07-31,81,58,70,-4,54,61,0,5,0444,1913, ,0.00,29.23,29.94,6.2,26,7.3,31,0,0,0,0,0,0,0,0,0,0,0,0,0
919,919,919,2,2009-07-31,82,62,72,-4,55,62,0,7,-,-, ,0.00,29.29,29.92,5.9,27,6.7,31,0,0,0,0,0,0,0,0,0,0,0,0,0
920,920,920,1,2009-08-01,75,61,68,-5,59,62,0,3,0445,1911,RA,  T,29.18,29.91,11.6,22,11.4,31,0,0,1,0,0,0,0,0,0,0,0,0,0
921,921,921,2,2009-08-01,75,63,69,-5,59,63,0,4,-,-, ,0.01,29.24,29.9,10.6,23,10.5,31,0,0,0,0,0,0,0,0,0,0,0,0,0
922,922,922,1,2009-08-02,78,57,68,-5,51,59,0,3,0446,1910, ,0.00,29.2,29.93,6.8,25,9.6,31,0,0,0,0,0,0,0,0,0,0,0,0,0
923,923,923,2,2009-08-02,79,58,69,-5,52,59,0,4,-,-, ,0.00,29.26,29.92,6.2,26,8.4,31,0,0,0,0,0,0,0,0,0,0,0,0,0
924,924,924,1,2009-08-03,84,67,76,3,60,66,0,11,0447,1909, ,0.07,29.1,29.82,12.2,21,12.4,32,0,0,0,0,0,0,0,0,0,0,0,0,0
925,925,925,2,2009-08-03,86,68,77,3,61,66,0,12,-,-,RA,0.06,29.17,29.81,11.0,21,11.3,32,0,0,1,0,0,0,0,0,0,0,0,0,0
926,926,926,1,2009-08-04,85,67,76,3,61,67,0,11,0448,1908,BR,0.00,29.17,29.87,2.5,2,5.8,32,0,0,0,0,0,0,1,0,0,0,0,0,0
927,927,927,2,2009-08-04,86,69,78,3,63,68,0,13,-,-,BR HZ,0.00,29.21,29.85,1.8,5,6.2,32,0,0,0,0,0,0,1,1,0,0,0,0,0
928,928,928,1,2009-08-05,79,61,70,-3,54,61,0,5,0449,1907, ,0.00,29.34,30.05,2.9,6,4.2,32,0,0,0,0,0,0,0,0,0,0,0,0,0
929,929,929,2,2009-08-05,79,66,73,-3,56,63,0,8,-,-, ,0.00,29.4,30.03,3.8,6,5.6,32,0,0,0,0,0,0,0,0,0,0,0,0,0
930,930,930,1,2009-08-06,82,60,71,-2,51,60,0,6,0450,1906, ,0.00,29.39,30.09,1.4,6,5.4,32,0,0,0,0,0,0,0,0,0,0,0,0,0
931,931,931,2,2009-08-06,81,62,72,-2,51,60,0,7,-,-, ,0.00,29.44,30.08,3.4,9,5.5,32,0,0,0,0,0,0,0,0,0,0,0,0,0
932,932,932,1,2009-08-07,74,64,69,-4,59,63,0,4,0451,1904,RA BR,0.33,29.36,30.09,7.3,15,7.8,32,0,0,1,0,0,0,1,0,0,0,0,0,0
933,933,933,2,2009-08-07,74,67,71,-4,59,63,0,6,-,-,RA BR,0.23,29.41,30.08,6.4,15,7.2,32,0,0,1,0,0,0,1,0,0,0,0,0,0
934,934,934,1,2009-08-08,89,68,79,6,70,73,0,14,0452,1903,RA BR,0.02,29.2,29.92,12.9,21,13.6,32,0,0,1,0,0,0,1,0,0,0,0,0,0
935,935,935,2,2009-08-08,89,69,79,6,70,73,0,14,-,-,TSRA RA BR,0.08,29.26,29.92,12.2,21,12.8,32,1,0,1,0,0,0,1,0,0,0,0,0,0
936,936,936,1,2009-08-09,91,77,84,11,71,74,0,19,0453,1902, ,0.18,29.23,29.94,11.6,23,12.9,32,0,0,0,0,0,0,0,0,0,0,0,0,0
937,937,937,2,2009-08-09,92,77,85,11,72,75,0,20,-,-, ,0.02,29.29,29.92,11.1,23,12.3,32,0,0,0,0,0,0,0,0,0,0,0,0,0
938,938,938,1,2009-08-10,85,70,78,5,65,69,0,13,0454,1900, ,0.00,29.24,29.95,6.9,26,7.2,33,0,0,0,0,0,0,0,0,0,0,0,0,0
939,939,939,2,2009-08-10,86,71,79,5,66,70,0,14,-,-, ,0.00,29.31,29.94,8.3,26,8.9,33,0,0,0,0,0,0,0,0,0,0,0,0,0
940,940,940,1,2009-08-11,82,62,72,-1,61,66,0,7,0455,1859, ,0.00,29.3,30.0,6.3,2,8.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
941,941,941,2,2009-08-11,81,65,73,-1,62,66,0,8,-,-, ,0.00,29.36,29.98,6.1,2,8.7,33,0,0,0,0,0,0,0,0,0,0,0,0,0
942,942,942,1,2009-08-12,83,60,72,-1,55,62,0,7,0456,1858, ,0.00,29.39,30.09,3.7,4,5.9,33,0,0,0,0,0,0,0,0,0,0,0,0,0
943,943,943,2,2009-08-12,82,63,73,-1,56,63,0,8,-,-, ,0.00,29.44,30.07,5.5,5,7.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
944,944,944,1,2009-08-13,86,60,73,0,55,63,0,8,0457,1856, ,0.00,29.38,30.1,1.5,14,3.8,33,0,0,0,0,0,0,0,0,0,0,0,0,0
945,945,945,2,2009-08-13,86,63,75,0,55,63,0,10,-,-, ,0.00,29.44,30.09,2.0,16,4.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
946,946,946,1,2009-08-14,88,63,76,4,59,66,0,11,0458,1855, ,0.00,29.38,30.1,5.4,21,5.7,33,0,0,0,0,0,0,0,0,0,0,0,0,0
947,947,947,2,2009-08-14,88,67,78,4,59,66,0,13,-,-, ,0.00,29.44,30.08,6.3,21,6.5,33,0,0,0,0,0,0,0,0,0,0,0,0,0
948,948,948,1,2009-08-15,89,67,78,6,61,67,0,13,0459,1854, ,0.00,29.32,30.04,8.7,19,8.9,33,0,0,0,0,0,0,0,0,0,0,0,0,0
949,949,949,2,2009-08-15,89,70,80,6,61,68,0,15,-,-, ,0.00,29.38,30.02,8.3,19,8.7,33,0,0,0,0,0,0,0,0,0,0,0,0,0
950,950,950,1,2009-08-16,88,70,79,7,67,70,0,14,0500,1852,TSRA,0.63,29.27,29.99,9.5,20,10.2,33,1,0,1,0,0,0,0,0,0,0,0,0,0
951,951,951,2,2009-08-16,90,71,81,7,68,71,0,16,-,-,TSRA RA,0.27,29.34,29.97,9.3,21,10.1,33,1,0,1,0,0,0,0,0,0,0,0,0,0
952,952,952,1,2009-08-17,83,70,77,5,68,70,0,12,0501,1851,TSRA RA BR,0.33,29.28,30.0,4.6,22,5.8,34,1,0,1,0,0,0,1,0,0,0,0,0,0
953,953,953,2,2009-08-17,83,71,77,5,68,71,0,12,-,-,RA BR,0.59,29.34,29.98,5.1,22,7.5,34,0,0,1,0,0,0,1,0,0,0,0,0,0
954,954,954,1,2009-08-18,83,65,74,2,59,65,0,9,0502,1849, ,0.00,29.28,29.99,7.5,27,8.1,34,0,0,0,0,0,0,0,0,0,0,0,0,0
955,955,955,2,2009-08-18,84,66,75,2,61,66,0,10,-,-, ,0.00,29.33,29.97,8.0,27,8.3,34,0,0,0,0,0,0,0,0,0,0,0,0,0
956,956,956,1,2009-08-19,83,59,71,0,60,65,0,6,0503,1848,RA,0.35,29.08,29.83,5.7,16,8.7,34,0,0,1,0,0,0,0,0,0,0,0,0,0
957,957,957,2,2009-08-19,81,64,73,0,62,66,0,8,-,-,TSRA BR,0.61,29.15,29.82,5.9,16,8.2,34,1,0,1,0,0,0,1,0,0,0,0,0,0
958,958,958,1,2009-08-20,78,64,71,0,61,65,0,6,0504,1846,RA,0.07,28.93,29.66,12.1,23,12.5,34,0,0,1,0,0,0,0,0,0,0,0,0,0
959,959,959,2,2009-08-20,79,64,72,0,61,65,0,7,-,-,RA BR,0.12,29.0,29.65,12.2,23,12.7,34,0,0,1,0,0,0,1,0,0,0,0,0,0
960,960,960,1,2009-08-21,73,59,66,-5,58,61,0,1,0505,1845,RA,0.16,29.07,29.75,7.7,27,10.7,34,0,0,1,0,0,0,0,0,0,0,0,0,0
961,961,961,2,2009-08-21,74,59,67,-5,58,61,0,2,-,-,RA,0.05,29.13,29.75,10.1,27,13.2,34,0,0,1,0,0,0,0,0,0,0,0,0,0
962,962,962,1,2009-08-22,68,57,63,-8,52,56,2,0,0506,1843, ,0.00,29.31,30.0,7.8,1,9.4,34,0,0,0,0,0,0,0,0,0,0,0,0,0
963,963,963,2,2009-08-22,69,58,64,-8,52,57,1,0,-,-, ,0.00,29.36,29.99,9.4,36,10.4,34,0,0,0,0,0,0,0,0,0,0,0,0,0
964,964,964,1,2009-08-23,74,56,65,-6,53,58,0,0,0508,1842, ,0.00,29.38,30.09,2.7,2,6.4,34,0,0,0,0,0,0,0,0,0,0,0,0,0
965,965,965,2,2009-08-23,73,58,66,-6,55,59,0,1,-,-, ,0.00,29.44,30.08,3.5,5,7.6,34,0,0,0,0,0,0,0,0,0,0,0,0,0
966,966,966,1,2009-08-24,79,54,67,-4,56,61,0,2,0509,1840, ,0.00,29.41,30.13,3.8,21,5.1,35,0,0,0,0,0,0,0,0,0,0,0,0,0
967,967,967,2,2009-08-24,79,57,68,-4,57,62,0,3,-,-, ,0.00,29.47,30.12,5.0,21,5.7,35,0,0,0,0,0,0,0,0,0,0,0,0,0
968,968,968,1,2009-08-25,83,59,71,1,61,65,0,6,0510,1839, ,0.00,29.33,30.05,9.1,21,9.2,35,0,0,0,0,0,0,0,0,0,0,0,0,0
969,969,969,2,2009-08-25,82,61,72,1,61,65,0,7,-,-, ,0.00,29.39,30.04,8.3,21,8.6,35,0,0,0,0,0,0,0,0,0,0,0,0,0
970,970,970,1,2009-08-26,73,62,68,-2,62,64,0,3,0511,1837,RA BR,0.93,29.36,30.08,5.2,2,7.8,35,0,0,1,0,0,0,1,0,0,0,0,0,0
971,971,971,2,2009-08-26,72,64,68,-2,64,65,0,3,-,-,RA BR,0.54,29.42,30.07,3.9,2,7.3,35,0,0,1,0,0,0,1,0,0,0,0,0,0
972,972,972,1,2009-08-27,67,61,64,-6,60,61,1,0,0512,1835,RA BR,0.95,29.36,30.08,9.1,7,9.7,35,0,0,1,0,0,0,1,0,0,0,0,0,0
973,973,973,2,2009-08-27,67,62,65,-6,61,63,0,0,-,-,RA BR,1.19,29.41,30.07,10.7,8,11.0,35,0,0,1,0,0,0,1,0,0,0,0,0,0
974,974,974,1,2009-08-28,68,60,64,-6,61,62,1,0,0513,1834,RA BR,0.22,29.18,29.93,3.4,2,5.7,35,0,0,1,0,0,0,1,0,0,0,0,0,0
975,975,975,2,2009-08-28,71,61,66,-6,61,63,0,1,-,-,RA BR,0.28,29.24,29.92,2.6,2,5.4,35,0,0,1,0,0,0,1,0,0,0,0,0,0
976,976,976,1,2009-08-29,69,56,63,-7,51,56,2,0,0514,1832,RA DZ BR,0.02,29.18,29.89,11.4,31,11.8,35,0,0,1,1,0,0,1,0,0,0,0,0,0
977,977,977,2,2009-08-29,69,56,63,-7,52,57,2,0,-,-,DZ,0.01,29.24,29.88,10.4,31,11.1,35,0,0,0,1,0,0,0,0,0,0,0,0,0
978,978,978,1,2009-08-30,66,51,59,-11,47,52,6,0,0515,1831, ,0.00,29.44,30.14,8.2,1,9.3,35,0,0,0,0,0,0,0,0,0,0,0,0,0
979,979,979,2,2009-08-30,66,51,59,-11,47,53,6,0,-,-, ,  T,29.5,30.13,9.4,1,10.5,35,0,0,0,0,0,0,0,0,0,0,0,0,0
980,980,980,1,2009-08-31,68,49,59,-10,44,52,6,0,0516,1829, ,0.00,29.55,30.27,4.8,3,6.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
